"Registration Number","Name of Company (Traditional Chinese)","Name of Company (English)","Area (Traditional Chinese)","Area (English)","District (Traditional Chinese)","District (English)","Business Address (Traditional Chinese)","Business Address (English)","Telephone Number","Workshop Type","Service Scope","Expiry Date","Review Status","Latitude","Longitude","Types of Vehicles Serviced (Traditional Chinese)","Types of Vehicles Serviced (English)","Types of Services Provided by the Workshop (Traditional Chinese)","Types of Services Provided by the Workshop (English)","Sundays (Open)","Sundays (Closed)","Mondays (Open)","Mondays (Closed)","Tuesdays (Open)","Tuesdays(Closed)","Wednesdays (Open)","Wednesdays(Closed)","Thursdays (Open)","Thursdays(Closed)","Fridays (Open)","Fridays (Closed)","Saturdays (Open)","Saturdays (Closed)","Public Holidays (Open)","Public Holidays (Closed)","Statutory Holidays (Open)","Statutory Holidays (Closed)","Opening Hours"
"VMW003717","日豐汽車有限公司","YAT FUNT MOTORS COMPANY LIMITED","新界","N.T.","沙田","SHA TIN","大圍成運路1-7號交通城大廈2樓02室, 13-15室","RM 02, 13-15, 2/F, Transport City Building, No. 1-7, Shing Wan Road, Tai Wai","26916811","2","IC","2028-07-13","","22.37626","114.18157","私家車, 小巴, 輕型貨車, 中型貨車","Private Car, Light Bus, Light Goods Vehicle, Medium Goods Vehicle","","","R","R","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","R","R","R","R","Mo 09:00-19:00, Tu 09:00-19:00, We 09:00-19:00, Th 09:00-19:00, Fr 09:00-19:00, Sa 09:00-19:00"
"VMW003728","力成汽車維修有限公司","UP-JOINT MOTOR CAR SERVICE LIMITED","九龍","Kowloon","觀塘","KWUN TONG","九龍灣臨華街1號九龍巴士九龍灣車廠地下","G/F, Kowloon Bay Depot KMB, No. 1, Lam Wah Street, Kowloon Bay","21561002","3","IC","2028-06-04","","22.32372","114.20735","巴士","Bus","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW003739","百寶旅遊汽車有限公司","PAK PO AUTO & TOURING COMPANY LIMITED","香港","Hong Kong","東區","EASTERN DISTRICT","柴灣嘉業街12號百樂門大厦地下G3舖","Flat 3, G/F, Paramount Building, No. 12, Ka Yip Street, Chai Wan","25778112","3","IC","2028-10-16","","22.2679826","114.2438907","的士, 小巴, 巴士, 輕型貨車, 中型貨車, 電單車","Taxi, Light Bus, Bus, Light Goods Vehicle, Medium Goods Vehicle, Motorcycle","","","","","","","","","","","","","","","","","","","","",""
"VMW003740","飛馳汽車公司","SPEED MOTORS CO.","九龍","Kowloon","黃大仙","WONG TAI SIN","新蒲崗雙喜街6號嘉就工業大廈地下C舖","RM C, G/F, Kar Chau Industrial Building, No. 6, Sheung Hei Street, San Po Kong","21428389","3","IC","2028-07-20","","22.3140245","114.1890869","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW003751","新興汽車服務中心有限公司","SUN HING MOTOR SERVICE CENTRE LIMITED","新界","N.T.","元朗","YUEN LONG","宏業東街2號錦城工業大廈B&F座地下","G/F, Block B&F, Golden Town Industrial Building, No. 2, Wang Yip Street East, ","24768893","3","IC","2028-02-24","","22.4504","114.03032","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW003762","LOONG WAH MOTORS GROUP LIMITED","LOONG WAH MOTORS GROUP LIMITED","九龍","Kowloon","黃大仙","WONG TAI SIN","新蒲崗大有街16號地下","G/F, No. 16, Tai Yau Street, San Po Kong","27119882","3","IC","2028-02-16","","22.338103","114.1986755","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW003784","國威汽車服務中心","KWOK WAI AUTO SERVICE CTR","新界","N.T.","北區","NORTH DISTRICT","上水新豐路44號B地下","G/F, No. 44B, San Fung Avenue, Sheung Shui","26723613","4","IC","2028-05-25","","22.50624","114.12691","私家車, 輕型貨車, 中型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW003795","長光汽車電池電器","CHEUNG KWONG AUTO BATTERY & ELECTRICAL CO","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣北帝街70號地下","G/F, No. 70, Pak Tai Street, To Kwa Wan","27123216","4","IC","2028-02-08","","22.3231475","114.1893783","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW003808","石崗車房","SHEK KONG GARAGE","新界","N.T.","元朗","YUEN LONG","石崗石崗上村錦田公路地下2A號舖","G/F, No. 2A, Kam Tin Road, Sheung Tsuen, Shek Kong","24881468","3","IC","2025-03-24","*","22.431879","114.103218","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW003820","德輝汽車服務公司","TAK FAI AUTO SERVICE COMPANY","新界","N.T.","葵青","KWAI TSING","葵涌葵豐街18-26號永康工業大廈地下F舖","Shop F, G/F, Wing Hong Factory Building, No. 18-26, Kwai Fung Crescent, Kwai Chung","24288990","3","IC","2028-07-19","","22.355664","114.124411","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","R","R","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","10:00","19:00","10:00","19:00","Mo 10:00-20:00, Tu 10:00-20:00, We 10:00-20:00, Th 10:00-20:00, Fr 10:00-20:00, Sa 10:00-20:00"
"VMW003838","振榮汽車服務公司","CHUN WING MOTOR SERVICES CO","九龍","Kowloon","深水埗","SHAM SHUI PO","長沙灣青山道532-532A號偉基大廈地下A室","RM A, G/F, V Ga Building, No. 532-532A, Castle Peak Road, Cheung Sha Wan","23918616","3","IC","2028-04-25","","22.3395197","114.1511052","的士","Taxi","","","","","","","","","","","","","","","","","","","","",""
"VMW003842","駿達航空服務有限公司","CTAS AVIATION SERVICES LIMITED","新界","N.T.","離島","ISLANDS DISTRICT","大嶼山南環路83號香港國際機場","Hong Kong International Airport No. 83, South Perimeter Road, Lantau Island","28779198","3","IC","2025-12-07","","22.30438","113.899474","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 車身修理, 車身噴漆","General vehicle maintenance (mechanical and electrical work), Body works, Spray painting","R","R","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","R","R","Mo 09:00-19:00, Tu 09:00-19:00, We 09:00-19:00, Th 09:00-19:00, Fr 09:00-19:00, Sa 09:00-19:00"
"VMW003853","新力汽車修理","SANNY MOTOR SERVICE","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣龍圖街21號地下","G/F, No. 21, Lung To Street, To Kwa Wan","23337137","4","IC","2028-02-08","","22.3221647","114.1912391","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW003866","名車專業汽車護理中心有限公司","FAMOUS PROFESSIONAL CAR CARE CENTRE LIMITED","九龍","Kowloon","黃大仙","WONG TAI SIN","新蒲崗五芳街8號利嘉工業大廈地下A1 & A2舖","Flat A1 & A2, G/F, Lee Ka Industrial Building, No. 8, Ng Fong Street, San Po Kong","27188688","3","IC","2027-06-24","","22.3383003","114.1996414","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","Mo 08:30-18:30, Tu 08:30-18:30, We 08:30-18:30, Th 08:30-18:30, Fr 08:30-18:30, Sa 08:30-18:30"
"VMW003875","中港汽車服務有限公司","CHINA & HONG KONG MOTORING SERVICES COMPANY LIMITED","新界","N.T.","北區","NORTH DISTRICT","粉嶺坪輋路孔嶺351號","No. 351, Ping Che Road, Hung Leng, Fanling","26590000","3","IC","2028-01-29","","22.51606","114.16394","私家車, 輕型貨車, 中型貨車, 掛接式拖車頭及拖車架","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Articulated Tractor and Trailer","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW003886","思建香港有限公司","ZKIN COMPANY LIMITED","新界","N.T.","大埔","TAI PO","同茂坊4號地下","G/F, No. 4, Tung Mau Square, ","23753020","4","IC","2028-08-04","","22.44884","114.16765","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW003897","宏基汽車服務","SUCCESS MOTOR SERVICE","新界","N.T.","大埔","TAI PO","同茂坊9號地下","G/F, No. 9, Tung Mau Square, ","26389806","4","IC","2028-07-01","","22.44913","114.16736","的士","Taxi","","","","","","","","","","","","","","","","","","","","",""
"VMW003900","創紀汽車維修有限公司","TW MOTOR SERVICE LIMITED","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣木廠街3號飛達工商業中心地下15號舖","Shop 15, G/F, Freder Centre, No. 3, Mok Cheong Street, To Kwa Wan","27110123","3","IC","2028-03-02","","22.3224689","114.1910698","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW003911","傑明汽車膠輪服務公司","KIT MING MOTOR CAR TYRE MAINTENANCE SERVICE CO.","新界","N.T.","北區","NORTH DISTRICT","上水新豐路40號地下","G/F, No. 40, San Fung Avenue, Sheung Shui","26683322","4","IC","2028-03-02","","22.50636","114.12692","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW003922","新寧汽車服務有限公司","SUN LING AUTO SERVICE COMPANY LIMITED","九龍","Kowloon","油尖旺","YAU TSIM MONG","何文田窩打老道山文福道22號A地下","G/F, No. 22A, Man Fuk Road, Waterloo Road Hill, Ho Man Tin","27144276","4","IC","2028-03-02","","22.3190327","114.1783283","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW003933","自動車","AUTO BIKE","新界","N.T.","大埔","TAI PO","仁興街28號地下","G/F, No. 28, Yan Hing Street, ","26383209","4","IC","2028-03-02","","22.44859","114.16433","私家車, 電單車","Private Car, Motorcycle","","","","","","","","","","","","","","","","","","","","",""
"VMW003943","新聯汽車公司","SUN LEUN MOTOR CAR CO","九龍","Kowloon","深水埗","SHAM SHUI PO","福榮街202號地下","G/F, No. 202, Fuk Wing Street, ","23864660","4","IC","2028-03-26","","22.3339654","114.1604647","小巴, 輕型貨車","Light Bus, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW003955","中勝汽車服務中心","CHUNG SING MOTOR CAR SERVICE CENTRE","新界","N.T.","荃灣","TSUEN WAN","大涌道8號TCL工業中心地下5室","Flat 5, G/F, TCL Tower, No. 8, Tai Chung Road, ","24394791","3","IC","2025-03-13","*","22.3746907","114.1116492","私家車, 的士","Private Car, Taxi","一般車輛維修 (機械和電器工作), 石油氣車輛維修, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles, Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW003966","大聯汽車服務中心","TAI LUEN MAINTENANCE SERVICE CENTRE","新界","N.T.","沙田","SHA TIN","火炭山尾街31-35號華樂工業中心(第二期)F地下F10","Shop F10 G/F, F Wah Lok Industrial Centre Phase 2, No. 31-35, Shan Mei Street Fo Tan","24024098","3","IC","2028-03-02","","22.398111","114.191917","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW003988","俊華汽車服務中心有限公司","CHUN WAH AUTO SERVICES CENTRE COMPANY LIMITED","香港","Hong Kong","東區","EASTERN DISTRICT","柴灣永泰道60號柴灣工業城1期地下5號舖","Flat 5, G/F, Chai Wan Industrial City Phase 1, No. 60, Wing Tai Road, Chai Wan","25775657","3","IC","2028-07-21","","22.2677633","114.2421984","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW004006","廣安汽車服務","KWONG ON MOTORS SERVICE","香港","Hong Kong","東區","EASTERN DISTRICT","柴灣豐業街10號業昌中心B座地下","G/F, Block B, Yip Cheung Centre, No. 10, Fung Yip Street, Chai Wan","25730868","3","IC","2028-03-02","","22.2678382","114.2446412","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW004017","綿發(強記)汽車修理有限公司","MIN FAT ( KEUNG KEE) MOTOR REPAIRS LIMITED","香港","Hong Kong","東區","EASTERN DISTRICT","柴灣永泰道70號柴灣工業城2期地下1號舖","Shop 1, G/F, Chai Wan Industrial City Phase 2, No. 70, Wing Tai Road, Chai Wan","25738418","3","IC,EVE","2028-07-21","","22.26857","114.24238","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW004028","南怡汽車公司","NAM YEE MOTOR CO.","香港","Hong Kong","東區","EASTERN DISTRICT","筲箕灣新成街22號碧麗閣地下10號舖","Shop 10, G/F, Belleve Court, No. 22, Sun Sing Street, Shau Kei Wan","96313659","4","IC","2028-03-02","","22.2796417","114.2241062","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW004039","聯合電池有限公司","UNION BATTERIES COMPANY LIMITED","香港","Hong Kong","東區","EASTERN DISTRICT","筲箕灣新成街8號新成中心地下A舖","Shop A, G/F, Sun Sing Centre, No. 8, Sun Sing Street, Shau Kei Wan","28903466","4","IC","2028-01-29","","22.2793017","114.2245424","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","R","R","R","R","Mo 08:00-17:00, Tu 08:00-17:00, We 08:00-17:00, Th 08:00-17:00, Fr 08:00-17:00, Sa 08:00-17:00"
"VMW004040","佳保汽車服務公司","KA PO MOTOR ENGINEERING CO.","新界","N.T.","元朗","YUEN LONG","十八鄉黃泥墩村 DD 117, LOT 1156","DD 117, LOT 1156 Wong Nai Tun Tsuen, Shap Pat Heung","29443435","3","IC","2028-01-29","","22.41548","114.022198","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","10:00","18:30","10:00","18:30","10:00","18:30","10:00","18:30","10:00","18:30","10:00","17:00","R","R","R","R","Mo 10:00-18:30, Tu 10:00-18:30, We 10:00-18:30, Th 10:00-18:30, Fr 10:00-18:30, Sa 10:00-17:00"
"VMW004062","寶日公司","GOLDEN SUN COMPANY","新界","N.T.","西貢","SAI KUNG","新安村61號地下","G/F, No. 61, Sun On Tsuen, ","27922808","4","IC","2028-03-02","","22.37915","114.26582","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","R","R","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","R","R","R","R","Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00, Sa 09:00-18:00"
"VMW004073","燦基電單車行有限公司 (長沙灣)","CHUN KEE MOTORCYCLE COMPANY LIMITED (CHEUNG SHA WAN)","九龍","Kowloon","深水埗","SHAM SHUI PO","長沙灣大南西街615-617號百福工業大廈地下","G/F, Pak Fook Industrial Building, No. 615-617, Tai Nan West Street, Cheung Sha Wan","23220011","1","IC","2028-01-29","","22.33956","114.1485","電單車","Motorcycle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","R","R","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","18:00","R","R","R","R","Mo 09:00-19:00, Tu 09:00-19:00, We 09:00-19:00, Th 09:00-19:00, Fr 09:00-19:00, Sa 09:00-18:00"
"VMW004084","動力汽車服務","POWER SHOP","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣鶴齡街23號地下","G/F, No. 23, Hok Ling Street, To Kwa Wan","90502905","4","IC","2028-03-02","","22.321166","114.1936226","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW004095","益源汽車服務中心","BEST SOURCE MOTOR SERVICE CENTRE","新界","N.T.","荃灣","TSUEN WAN","橫窩仔街10-14號永如工業大廈地下1室","Flat 1, G/F, Wing Yu Factory Building, No. 10-14, Wang Wo Tsai Street, ","24363682","3","IC","2027-12-17","","22.36721","114.1185","私家車, 的士, 輕型貨車","Private Car, Taxi, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 石油氣車輛維修","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles","","","","","","","","","","","","","","","","","","",""
"VMW004108","新鴻運汽車服務公司","SUN HUNG WAN MOTOR SERVICE CO","香港","Hong Kong","東區","EASTERN DISTRICT","筲箕灣新成街22號碧麗閣地下6號舖","Room 6, G/F, Belleve Court, No. 22, Sun Sing Street, Shau Kei Wan","25550078","4","IC","2028-05-02","","22.2898196","114.1974484","私家車, 的士","Private Car, Taxi","一般車輛維修 (機械和電器工作), 石油氣車輛維修","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles","","","","","","","","","","","","","","","","","","",""
"VMW004119","駿發汽車服務公司","CHUN FAT MOTORS REPAIR SERVICE CO","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣駿發街7號地下","G/F, No. 7, Tsun Fat Street, To Kwa Wan","23655606","4","IC","2025-05-04","*","22.3208819","114.1931119","的士","Taxi","","","","","","","","","","","","","","","","","","","","",""
